Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
21505,IN-2012-29130,2012-06-16,2012-06-22,Standard Class,JR-15700,Jocasta Rupert,Consumer,Kollam,Kerala,India,,APAC,Central Asia,OFF-AP-10003275,Office Supplies,Appliances,"KitchenAid Microwave, Silver",2799.63,9,0.0,391.77,265.46,Medium
12118,ES-2012-2930191,2012-06-16,2012-06-20,Standard Class,AR-10510,Andrew Roberts,Consumer,Velletri,Lazio,Italy,,EU,South,FUR-BO-10000490,Furniture,Bookcases,"Bush Library with Doors, Metal",2546.46,7,0.0,381.78,256.7,High
49595,IZ-2012-1880,2012-06-16,2012-06-20,Standard Class,TB-11055,Ted Butterfield,Consumer,Basra,Al Basrah,Iraq,,EMEA,EMEA,TEC-MEM-10000374,Technology,Accessories,"Memorex Router, Programmable",1486.26,6,0.0,698.4,140.93,High
49596,IZ-2012-1880,2012-06-16,2012-06-20,Standard Class,TB-11055,Ted Butterfield,Consumer,Basra,Al Basrah,Iraq,,EMEA,EMEA,OFF-BRE-10003443,Office Supplies,Appliances,"Breville Refrigerator, Silver",520.08,1,0.0,140.4,67.87,High
46425,SF-2012-6610,2012-06-16,2012-06-22,Standard Class,DV-3045,Darrin Van Huff,Corporate,Johannesburg,Gauteng,South Africa,,Africa,Africa,FUR-HAR-10002328,Furniture,Chairs,"Harbour Creations Swivel Stool, Black",710.76,4,0.0,234.48,42.01,Medium
46424,SF-2012-6610,2012-06-16,2012-06-22,Standard Class,DV-3045,Darrin Van Huff,Corporate,Johannesburg,Gauteng,South Africa,,Africa,Africa,FUR-DEF-10003551,Furniture,Furnishings,"Deflect-O Photo Frame, Erganomic",404.16,8,0.0,60.48,26.73,Medium
40047,US-2012-163825,2012-06-16,2012-06-19,First Class,LC-16885,Lena Creighton,Consumer,New York City,New York,United States,10009.0,US,East,TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,133.98,2,0.0,33.495,25.86,High
25415,IN-2012-51614,2012-06-16,2012-06-21,Standard Class,MH-18115,Mick Hernandez,Home Office,Manila,National Capital,Philippines,,APAC,Southeast Asia,TEC-MA-10002941,Technology,Machines,"Okidata Card Printer, Red",259.47,2,0.25,34.59,22.62,High
12120,ES-2012-2930191,2012-06-16,2012-06-20,Standard Class,AR-10510,Andrew Roberts,Consumer,Velletri,Lazio,Italy,,EU,South,OFF-ST-10002172,Office Supplies,Storage,"Fellowes Trays, Blue",137.736,4,0.4,-75.86399999999999,20.37,High
12117,ES-2012-2930191,2012-06-16,2012-06-20,Standard Class,AR-10510,Andrew Roberts,Consumer,Velletri,Lazio,Italy,,EU,South,OFF-SU-10000877,Office Supplies,Supplies,"Acme Scissors, Easy Grip",108.24,4,0.0,25.92,14.73,High
964,MX-2012-102960,2012-06-16,2012-06-16,Same Day,MH-17290,Marc Harrigan,Home Office,Zapopan,Jalisco,Mexico,,LATAM,North,OFF-AR-10004422,Office Supplies,Art,"Boston Sketch Pad, Blue",64.8,2,0.0,27.2,13.13,High
35235,CA-2012-118955,2012-06-16,2012-06-20,Standard Class,LS-17230,Lycoris Saunders,Consumer,Grand Prairie,Texas,United States,75051.0,US,Central,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,197.372,2,0.3,-25.3764,11.47,Medium
21506,IN-2012-29130,2012-06-16,2012-06-22,Standard Class,JR-15700,Jocasta Rupert,Consumer,Kollam,Kerala,India,,APAC,Central Asia,OFF-ST-10001290,Office Supplies,Storage,"Rogers Shelving, Single Width",124.32,2,0.0,54.66,11.12,Medium
49594,IZ-2012-1880,2012-06-16,2012-06-20,Standard Class,TB-11055,Ted Butterfield,Consumer,Basra,Al Basrah,Iraq,,EMEA,EMEA,TEC-LOG-10001482,Technology,Accessories,"Logitech Keyboard, Erganomic",140.52,2,0.0,12.6,11.11,High
12116,ES-2012-2930191,2012-06-16,2012-06-20,Standard Class,AR-10510,Andrew Roberts,Consumer,Velletri,Lazio,Italy,,EU,South,OFF-SU-10001992,Office Supplies,Supplies,"Stiletto Ruler, Serrated",46.32,4,0.0,15.24,6.28,High
25731,ID-2012-62513,2012-06-16,2012-06-18,First Class,CY-12745,Craig Yedwab,Corporate,Perth,Western Australia,Australia,,APAC,Oceania,OFF-PA-10003416,Office Supplies,Paper,"Green Bar Parchment Paper, Recycled",29.862,2,0.1,-0.018000000000000002,6.05,High
12119,ES-2012-2930191,2012-06-16,2012-06-20,Standard Class,AR-10510,Andrew Roberts,Consumer,Velletri,Lazio,Italy,,EU,South,OFF-EN-10003817,Office Supplies,Envelopes,"Jiffy Business Envelopes, Security-Tint",47.88,3,0.0,2.79,5.54,High
22667,IN-2012-56080,2012-06-16,2012-06-18,Second Class,OT-18730,Olvera Toch,Consumer,Yangon,Yangon,Myanmar (Burma),,APAC,Southeast Asia,OFF-ST-10001214,Office Supplies,Storage,"Smead Box, Industrial",46.6875,5,0.17,17.8875,5.14,Critical
18725,ES-2012-1198526,2012-06-16,2012-06-19,First Class,HM-14860,Harry Marie,Corporate,Brandenburg,Brandenburg,Germany,,EU,Central,OFF-EN-10001979,Office Supplies,Envelopes,"Cameo Clasp Envelope, Security-Tint",35.73,3,0.0,8.55,5.1,Medium
46426,SF-2012-6610,2012-06-16,2012-06-22,Standard Class,DV-3045,Darrin Van Huff,Corporate,Johannesburg,Gauteng,South Africa,,Africa,Africa,OFF-STA-10002719,Office Supplies,Art,"Stanley Pencil Sharpener, Easy-Erase",52.08,2,0.0,17.7,3.11,Medium
16953,ES-2012-1540709,2012-06-16,2012-06-20,Standard Class,NW-18400,Natalie Webber,Consumer,Remscheid,North Rhine-Westphalia,Germany,,EU,Central,OFF-BI-10004712,Office Supplies,Binders,"Cardinal Hole Reinforcements, Clear",24.0,5,0.0,10.95,2.52,Medium
30747,ID-2012-84241,2012-06-16,2012-06-21,Second Class,NB-18655,Nona Balk,Corporate,Townsville,Queensland,Australia,,APAC,Oceania,OFF-PA-10004174,Office Supplies,Paper,"Enermax Computer Printout Paper, 8.5 x 11",39.132,2,0.4,-11.088,2.34,Medium
21504,IN-2012-29130,2012-06-16,2012-06-22,Standard Class,JR-15700,Jocasta Rupert,Consumer,Kollam,Kerala,India,,APAC,Central Asia,TEC-AC-10002324,Technology,Accessories,"Enermax Numeric Keypad, Bluetooth",114.66,2,0.0,4.56,2.33,Medium
35234,CA-2012-118955,2012-06-16,2012-06-20,Standard Class,LS-17230,Lycoris Saunders,Consumer,Grand Prairie,Texas,United States,75051.0,US,Central,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,27.215999999999998,3,0.2,9.8658,2.24,Medium
35233,CA-2012-118955,2012-06-16,2012-06-20,Standard Class,LS-17230,Lycoris Saunders,Consumer,Grand Prairie,Texas,United States,75051.0,US,Central,OFF-EN-10001028,Office Supplies,Envelopes,Staples,28.752,3,0.2,9.3444,1.22,Medium
23844,IN-2012-78914,2012-06-16,2012-06-21,Standard Class,AR-10570,Anemone Ratner,Consumer,Bangalore,Karnataka,India,,APAC,Central Asia,OFF-BI-10002684,Office Supplies,Binders,"Avery Hole Reinforcements, Clear",15.48,4,0.0,7.32,1.06,High
47535,NI-2012-2050,2012-06-16,2012-06-18,First Class,CM-2655,Corinna Mitchell,Home Office,Lagos,Lagos,Nigeria,,Africa,Africa,OFF-BOS-10000363,Office Supplies,Art,"Boston Pencil Sharpener, Water Color",17.532,2,0.7,-33.348,0.8,Critical
32320,CA-2012-167269,2012-06-16,2012-06-20,Standard Class,PB-19150,Philip Brown,Consumer,Philadelphia,Pennsylvania,United States,19134.0,US,East,OFF-EN-10003072,Office Supplies,Envelopes,Peel & Seel Envelopes,6.207999999999999,2,0.2,2.1728,0.46,Medium
42176,UG-2012-3580,2012-06-16,2012-06-21,Standard Class,SG-10605,Speros Goranitis,Consumer,Jinja,Jinja,Uganda,,Africa,Africa,OFF-AVE-10000608,Office Supplies,Binders,"Avery Index Tab, Economy",2.349,1,0.7,-2.271,0.35,High
27347,IN-2012-37411,2012-01-17,2012-01-20,Second Class,GA-14725,Guy Armstrong,Consumer,Jiangdu,Jiangsu,China,,APAC,North Asia,TEC-PH-10002652,Technology,Phones,"Cisco Smart Phone, Cordless",2605.92,4,0.0,364.8,188.37,Medium
42831,IZ-2012-1710,2012-01-17,2012-01-22,Standard Class,CP-2340,Christine Phan,Corporate,Baghdad,Baghdad,Iraq,,EMEA,EMEA,TEC-CIS-10001661,Technology,Phones,"Cisco Signal Booster, VoIP",303.84,2,0.0,18.18,42.86,Medium
27346,IN-2012-37411,2012-01-17,2012-01-20,Second Class,GA-14725,Guy Armstrong,Consumer,Jiangdu,Jiangsu,China,,APAC,North Asia,FUR-CH-10004863,Furniture,Chairs,"SAFCO Swivel Stool, Black",496.53,3,0.0,238.32,40.77,Medium
27345,IN-2012-37411,2012-01-17,2012-01-20,Second Class,GA-14725,Guy Armstrong,Consumer,Jiangdu,Jiangsu,China,,APAC,North Asia,TEC-PH-10004618,Technology,Phones,"Motorola Speaker Phone, VoIP",259.74,2,0.0,46.74,29.38,Medium
42832,IZ-2012-1710,2012-01-17,2012-01-22,Standard Class,CP-2340,Christine Phan,Corporate,Baghdad,Baghdad,Iraq,,EMEA,EMEA,TEC-EPS-10004328,Technology,Machines,"Epson Printer, Durable",262.74,1,0.0,99.84,20.37,Medium
14411,ES-2012-3109926,2012-01-17,2012-01-24,Standard Class,BD-11605,Brian Dahlen,Consumer,Carlisle,England,United Kingdom,,EU,North,TEC-AC-10001089,Technology,Accessories,"Enermax Keyboard, Erganomic",243.81,3,0.0,121.86,14.7,Medium
10837,IT-2012-1765963,2012-01-17,2012-01-23,Standard Class,TB-21190,Thomas Brumley,Home Office,Assen,Drenthe,Netherlands,,EU,Central,OFF-AR-10001672,Office Supplies,Art,"Boston Sketch Pad, Easy-Erase",171.045,7,0.5,-71.925,14.29,Medium
27350,IN-2012-37411,2012-01-17,2012-01-20,Second Class,GA-14725,Guy Armstrong,Consumer,Jiangdu,Jiangsu,China,,APAC,North Asia,TEC-AC-10003413,Technology,Accessories,"Logitech Router, Programmable",248.82,1,0.0,89.55,14.11,Medium
31764,US-2012-101399,2012-01-17,2012-01-24,Standard Class,JS-15940,Joni Sundaresam,Home Office,Park Ridge,Illinois,United States,60068.0,US,Central,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,254.74400000000003,7,0.6,-312.0614,13.08,Medium
45387,MO-2012-7930,2012-01-17,2012-01-22,Standard Class,JH-6180,Justin Hirsh,Consumer,Sale,Rabat-Salé-Zemmour-Zaer,Morocco,,Africa,Africa,OFF-TEN-10000827,Office Supplies,Storage,"Tenex File Cart, Industrial",536.52,4,0.0,101.88,12.94,Medium
27349,IN-2012-37411,2012-01-17,2012-01-20,Second Class,GA-14725,Guy Armstrong,Consumer,Jiangdu,Jiangsu,China,,APAC,North Asia,OFF-AP-10000900,Office Supplies,Appliances,"Cuisinart Coffee Grinder, White",110.25,3,0.0,7.65,11.69,Medium
42833,IZ-2012-1710,2012-01-17,2012-01-22,Standard Class,CP-2340,Christine Phan,Corporate,Baghdad,Baghdad,Iraq,,EMEA,EMEA,OFF-STA-10000155,Office Supplies,Art,"Stanley Pencil Sharpener, Water Color",111.84,4,0.0,4.44,10.58,Medium
42830,IZ-2012-1710,2012-01-17,2012-01-22,Standard Class,CP-2340,Christine Phan,Corporate,Baghdad,Baghdad,Iraq,,EMEA,EMEA,OFF-BIN-10000327,Office Supplies,Art,"Binney & Smith Markers, Water Color",163.62,6,0.0,27.72,10.37,Medium
27348,IN-2012-37411,2012-01-17,2012-01-20,Second Class,GA-14725,Guy Armstrong,Consumer,Jiangdu,Jiangsu,China,,APAC,North Asia,OFF-EN-10004495,Office Supplies,Envelopes,"Kraft Peel and Seal, Security-Tint",68.67,3,0.0,7.47,8.66,Medium
14410,ES-2012-3109926,2012-01-17,2012-01-24,Standard Class,BD-11605,Brian Dahlen,Consumer,Carlisle,England,United Kingdom,,EU,North,OFF-ST-10001818,Office Supplies,Storage,"Smead Trays, Blue",145.44,3,0.0,18.9,6.83,Medium
47669,NI-2012-7400,2012-01-17,2012-01-23,Standard Class,GT-4710,Greg Tran,Consumer,Kano,Kano,Nigeria,,Africa,Africa,OFF-HOO-10000318,Office Supplies,Appliances,"Hoover Microwave, Silver",92.81700000000001,1,0.7,-64.983,6.45,Medium
44343,MO-2012-5570,2012-01-17,2012-01-22,Standard Class,LS-7245,Lynn Smith,Consumer,Marrakech,Marrakech-Tensift-El Haouz,Morocco,,Africa,Africa,OFF-FIS-10004721,Office Supplies,Supplies,"Fiskars Box Cutter, Serrated",128.88,4,0.0,41.16,5.63,High
37363,CA-2012-151547,2012-01-17,2012-01-23,Standard Class,AH-10465,Amy Hunt,Consumer,Bartlett,Tennessee,United States,38134.0,US,South,OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",88.96,8,0.2,10.008,3.12,Medium
42834,IZ-2012-1710,2012-01-17,2012-01-22,Standard Class,CP-2340,Christine Phan,Corporate,Baghdad,Baghdad,Iraq,,EMEA,EMEA,FUR-DEF-10000384,Furniture,Furnishings,"Deflect-O Door Stop, Black",43.95,1,0.0,1.74,3.11,Medium
25228,IN-2012-33708,2012-01-17,2012-01-17,Same Day,JS-15940,Joni Sundaresam,Home Office,Ujjain,Madhya Pradesh,India,,APAC,Central Asia,OFF-LA-10000668,Office Supplies,Labels,"Smead Removable Labels, Adjustable",21.78,2,0.0,10.86,2.43,Critical
47666,NI-2012-7400,2012-01-17,2012-01-23,Standard Class,GT-4710,Greg Tran,Consumer,Kano,Kano,Nigeria,,Africa,Africa,TEC-SAM-10004384,Technology,Phones,"Samsung Office Telephone, VoIP",39.186,2,0.7,-53.574,2.37,Medium
30638,IN-2012-81231,2012-01-17,2012-01-24,Standard Class,JR-15700,Jocasta Rupert,Consumer,Paraparaumu,Wellington,New Zealand,,APAC,Oceania,OFF-FA-10001710,Office Supplies,Fasteners,"Advantus Rubber Bands, Metal",33.42,2,0.0,10.98,1.87,Medium
47667,NI-2012-7400,2012-01-17,2012-01-23,Standard Class,GT-4710,Greg Tran,Consumer,Kano,Kano,Nigeria,,Africa,Africa,OFF-WIL-10003299,Office Supplies,Binders,"Wilson Jones Binding Machine, Recycled",29.592,2,0.7,-58.248000000000005,1.79,Medium
47665,NI-2012-7400,2012-01-17,2012-01-23,Standard Class,GT-4710,Greg Tran,Consumer,Kano,Kano,Nigeria,,Africa,Africa,TEC-CIS-10003103,Technology,Phones,"Cisco Office Telephone, VoIP",24.165,1,0.7,-23.385,1.78,Medium
42829,IZ-2012-1710,2012-01-17,2012-01-22,Standard Class,CP-2340,Christine Phan,Corporate,Baghdad,Baghdad,Iraq,,EMEA,EMEA,OFF-ADV-10001437,Office Supplies,Fasteners,"Advantus Paper Clips, Bulk Pack",14.07,1,0.0,2.1,1.33,Medium
45786,EG-2012-6010,2012-01-17,2012-01-22,Second Class,FO-4305,Frank Olsen,Consumer,Cairo,Al Qahirah,Egypt,,Africa,Africa,OFF-BOS-10000363,Office Supplies,Art,"Boston Pencil Sharpener, Water Color",29.22,1,0.0,3.78,0.97,Medium
36623,CA-2012-152681,2012-01-17,2012-01-22,Standard Class,SC-20260,Scott Cohen,Corporate,Lawrence,Massachusetts,United States,1841.0,US,East,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,6.68,2,0.0,2.004,0.69,Medium
42828,IZ-2012-1710,2012-01-17,2012-01-22,Standard Class,CP-2340,Christine Phan,Corporate,Baghdad,Baghdad,Iraq,,EMEA,EMEA,OFF-STO-10003082,Office Supplies,Fasteners,"Stockwell Staples, Assorted Sizes",8.25,1,0.0,3.54,0.66,Medium
47668,NI-2012-7400,2012-01-17,2012-01-23,Standard Class,GT-4710,Greg Tran,Consumer,Kano,Kano,Nigeria,,Africa,Africa,OFF-ROG-10002866,Office Supplies,Storage,"Rogers Folders, Blue",18.414,2,0.7,-41.766000000000005,0.61,Medium
20736,IN-2012-76583,2012-02-17,2012-02-21,Standard Class,EH-14005,Erica Hernandez,Home Office,Canberra,Australian Capital Territory,Australia,,APAC,Oceania,TEC-AC-10000221,Technology,Accessories,"Belkin Memory Card, Programmable",418.716,6,0.4,-132.624,64.22,High
26156,ID-2012-34891,2012-02-17,2012-02-21,Standard Class,SE-20110,Sanjit Engle,Consumer,Singapore,Singapore,Singapore,,APAC,Southeast Asia,TEC-AC-10003217,Technology,Accessories,"Enermax Keyboard, USB",502.02,6,0.0,125.46,41.6,High
76,MX-2012-156720,2012-02-17,2012-02-22,Standard Class,FM-14215,Filia McAdams,Corporate,Monterrey,Nuevo León,Mexico,,LATAM,North,OFF-EN-10002122,Office Supplies,Envelopes,"Jiffy Mailers, with clear poly window",135.7,5,0.0,31.2,9.46,Medium
42338,NI-2012-8910,2012-02-17,2012-02-22,Standard Class,KA-6525,Kelly Andreada,Consumer,Jos,Plateau,Nigeria,,Africa,Africa,FUR-SAU-10000209,Furniture,Bookcases,"Sauder Corner Shelving, Metal",44.028,1,0.7,-60.192,7.56,High
10068,US-2012-148782,2012-02-17,2012-02-22,Standard Class,FM-14215,Filia McAdams,Corporate,Bezerros,Pernambuco,Brazil,,LATAM,South,TEC-AC-10002025,Technology,Accessories,"Memorex Flash Drive, Bluetooth",39.2,5,0.6,-38.3,5.66,High
74,MX-2012-156720,2012-02-17,2012-02-22,Standard Class,FM-14215,Filia McAdams,Corporate,Monterrey,Nuevo León,Mexico,,LATAM,North,TEC-AC-10004379,Technology,Accessories,"Memorex Flash Drive, Bluetooth",98.0,5,0.0,20.5,4.94,Medium
16186,ES-2012-4687979,2012-02-17,2012-02-22,Standard Class,CC-12685,Craig Carroll,Consumer,Dronfield,England,United Kingdom,,EU,North,OFF-PA-10002101,Office Supplies,Paper,"Xerox Parchment Paper, Multicolor",73.35,5,0.0,27.75,4.63,Medium
10070,US-2012-148782,2012-02-17,2012-02-22,Standard Class,FM-14215,Filia McAdams,Corporate,Bezerros,Pernambuco,Brazil,,LATAM,South,OFF-EN-10003685,Office Supplies,Envelopes,"Jiffy Mailers, with clear poly window",54.28,5,0.6,-50.22,4.05,High
20734,IN-2012-76583,2012-02-17,2012-02-21,Standard Class,EH-14005,Erica Hernandez,Home Office,Canberra,Australian Capital Territory,Australia,,APAC,Oceania,OFF-AR-10001518,Office Supplies,Art,"Binney & Smith Pencil Sharpener, Water Color",32.328,2,0.4,1.068,2.93,High
20735,IN-2012-76583,2012-02-17,2012-02-21,Standard Class,EH-14005,Erica Hernandez,Home Office,Canberra,Australian Capital Territory,Australia,,APAC,Oceania,OFF-LA-10000219,Office Supplies,Labels,"Harbour Creations File Folder Labels, Adjustable",23.868000000000002,6,0.4,-12.492,2.55,High
73,MX-2012-156720,2012-02-17,2012-02-22,Standard Class,FM-14215,Filia McAdams,Corporate,Monterrey,Nuevo León,Mexico,,LATAM,North,OFF-SU-10001750,Office Supplies,Supplies,"Stiletto Trimmer, High Speed",28.5,1,0.0,12.24,1.81,Medium
10067,US-2012-148782,2012-02-17,2012-02-22,Standard Class,FM-14215,Filia McAdams,Corporate,Bezerros,Pernambuco,Brazil,,LATAM,South,OFF-SU-10002325,Office Supplies,Supplies,"Stiletto Trimmer, High Speed",11.4,1,0.6,-4.86,1.41,High
75,MX-2012-156720,2012-02-17,2012-02-22,Standard Class,FM-14215,Filia McAdams,Corporate,Monterrey,Nuevo León,Mexico,,LATAM,North,OFF-BI-10001430,Office Supplies,Binders,"Cardinal Index Tab, Clear",8.96,2,0.0,3.92,0.74,Medium
26550,IN-2012-44677,2012-02-17,2012-02-21,Standard Class,AS-10090,Adam Shillingsburg,Consumer,Tianjin,Tianjin,China,,APAC,North Asia,OFF-BI-10002919,Office Supplies,Binders,"Acco Binder Covers, Durable",44.46,3,0.0,10.62,0.46,Medium
10069,US-2012-148782,2012-02-17,2012-02-22,Standard Class,FM-14215,Filia McAdams,Corporate,Bezerros,Pernambuco,Brazil,,LATAM,South,OFF-BI-10000390,Office Supplies,Binders,"Cardinal Index Tab, Clear",3.5839999999999996,2,0.6,-1.456,0.14,High
10589,ES-2012-2809459,2012-03-17,2012-03-21,Standard Class,PF-19225,Phillip Flathmann,Consumer,Duisburg,North Rhine-Westphalia,Germany,,EU,Central,OFF-ST-10004035,Office Supplies,Storage,"Rogers Box, Wire Frame",103.68,5,0.1,2.28,15.41,High
17078,ES-2012-5419499,2012-03-17,2012-03-21,Second Class,AA-10480,Andrew Allen,Consumer,London,England,United Kingdom,,EU,North,OFF-LA-10004737,Office Supplies,Labels,"Avery Shipping Labels, 5000 Label Set",88.12799999999999,8,0.1,27.408,11.21,High
10587,ES-2012-2809459,2012-03-17,2012-03-21,Standard Class,PF-19225,Phillip Flathmann,Consumer,Duisburg,North Rhine-Westphalia,Germany,,EU,Central,FUR-FU-10004954,Furniture,Furnishings,"Tenex Clock, Duo Pack",100.62,2,0.0,38.22,9.65,High
10588,ES-2012-2809459,2012-03-17,2012-03-21,Standard Class,PF-19225,Phillip Flathmann,Consumer,Duisburg,North Rhine-Westphalia,Germany,,EU,Central,OFF-AR-10001578,Office Supplies,Art,"Sanford Pencil Sharpener, Fluorescent",51.66,2,0.0,18.06,9.03,High
13811,ES-2012-3748239,2012-03-17,2012-03-22,Second Class,RD-19585,Rob Dowd,Consumer,Espoo,Uusimaa,Finland,,EU,North,OFF-BI-10003774,Office Supplies,Binders,"Cardinal 3-Hole Punch, Durable",60.6,2,0.0,27.84,7.47,Medium
13812,ES-2012-3748239,2012-03-17,2012-03-22,Second Class,RD-19585,Rob Dowd,Consumer,Espoo,Uusimaa,Finland,,EU,North,OFF-EN-10003271,Office Supplies,Envelopes,"Ames Peel and Seal, Security-Tint",42.18,2,0.0,13.02,5.17,Medium
33861,CA-2012-110632,2012-03-17,2012-03-22,Second Class,HR-14830,Harold Ryan,Corporate,New York City,New York,United States,10009.0,US,East,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",33.82,2,0.0,9.1314,3.43,Medium
17077,ES-2012-5419499,2012-03-17,2012-03-21,Second Class,AA-10480,Andrew Allen,Consumer,London,England,United Kingdom,,EU,North,OFF-ST-10003931,Office Supplies,Storage,"Smead Trays, Wire Frame",42.795,1,0.1,1.425,1.03,High
33860,CA-2012-110632,2012-03-17,2012-03-22,Second Class,HR-14830,Harold Ryan,Corporate,New York City,New York,United States,10009.0,US,East,TEC-AC-10000387,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,15.02,1,0.0,2.7036,0.99,Medium
34052,CA-2012-155306,2012-04-17,2012-04-21,Standard Class,GA-14515,George Ashbrook,Consumer,San Francisco,California,United States,94122.0,US,West,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,1447.65,5,0.0,419.8185,114.8,High
34051,CA-2012-155306,2012-04-17,2012-04-21,Standard Class,GA-14515,George Ashbrook,Consumer,San Francisco,California,United States,94122.0,US,West,TEC-PH-10002310,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,783.96,5,0.2,68.5965,84.48,High
3454,MX-2012-150133,2012-04-17,2012-04-19,First Class,RD-19810,Ross DeVincentis,Home Office,San Andrés Tuxtla,Veracruz,Mexico,,LATAM,North,TEC-CO-10002381,Technology,Copiers,"Brother Personal Copier, High-Speed",750.97504,8,0.002,36.095040000000004,73.95,High
21525,ID-2012-14990,2012-04-17,2012-04-22,Second Class,MW-18235,Mitch Willingham,Corporate,Hanoi,Th? Dô Hà N?i,Vietnam,,APAC,Southeast Asia,FUR-TA-10001549,Furniture,Tables,"Barricks Coffee Table, Rectangular",514.4004,4,0.57,-550.3596,34.14,Medium
5243,MX-2012-166597,2012-04-17,2012-04-22,Standard Class,WB-21850,William Brown,Consumer,Recife,Pernambuco,Brazil,,LATAM,South,TEC-CO-10004125,Technology,Copiers,"HP Ink, High-Speed",506.5848,6,0.002,166.3848,29.47,Medium
34050,CA-2012-155306,2012-04-17,2012-04-21,Standard Class,GA-14515,George Ashbrook,Consumer,San Francisco,California,United States,94122.0,US,West,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,323.37,3,0.0,129.34799999999998,21.6,High
3455,MX-2012-150133,2012-04-17,2012-04-19,First Class,RD-19810,Ross DeVincentis,Home Office,San Andrés Tuxtla,Veracruz,Mexico,,LATAM,North,OFF-BI-10000827,Office Supplies,Binders,"Acco Binder, Recycled",93.06,9,0.0,25.02,19.63,High
6377,MX-2012-115455,2012-04-17,2012-04-21,Standard Class,AH-10465,Amy Hunt,Consumer,León,Guanajuato,Mexico,,LATAM,North,OFF-SU-10004095,Office Supplies,Supplies,"Fiskars Shears, Serrated",88.68,3,0.0,32.76,9.44,Medium
42203,SF-2012-6610,2012-04-17,2012-04-23,Standard Class,Dp-3240,Dean percer,Home Office,Pretoria,Gauteng,South Africa,,Africa,Africa,OFF-KLE-10000466,Office Supplies,Supplies,"Kleencut Letter Opener, Easy Grip",54.12,2,0.0,15.12,9.43,Low
19894,ES-2012-1496224,2012-04-17,2012-04-21,Standard Class,JM-15865,John Murray,Consumer,Hamburg,Hamburg,Germany,,EU,Central,OFF-BI-10001984,Office Supplies,Binders,"Ibico Binding Machine, Economy",102.84,2,0.0,9.24,7.39,Medium
36739,CA-2012-148712,2012-04-17,2012-04-23,Standard Class,JM-15535,Jessica Myrick,Consumer,New York City,New York,United States,10035.0,US,East,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,99.6,1,0.0,36.852,4.77,Medium
320,US-2012-104374,2012-04-17,2012-04-19,First Class,Dp-13240,Dean percer,Home Office,Mérida,Mérida,Venezuela,,LATAM,South,OFF-PA-10004294,Office Supplies,Paper,"Xerox Computer Printout Paper, 8.5 x 11",60.96,5,0.4,-38.64,4.65,High
36740,CA-2012-148712,2012-04-17,2012-04-23,Standard Class,JM-15535,Jessica Myrick,Consumer,New York City,New York,United States,10035.0,US,East,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",62.29600000000001,13,0.2,21.0249,4.1,Medium
418,US-2012-153983,2012-04-17,2012-04-22,Standard Class,FP-14320,Frank Preis,Consumer,Buenos Aires,Buenos Aires,Argentina,,LATAM,South,OFF-BI-10003009,Office Supplies,Binders,"Ibico 3-Hole Punch, Clear",23.928,4,0.7,-39.912,2.14,High
42202,SF-2012-6610,2012-04-17,2012-04-23,Standard Class,Dp-3240,Dean percer,Home Office,Pretoria,Gauteng,South Africa,,Africa,Africa,OFF-EAT-10003405,Office Supplies,Paper,"Eaton Parchment Paper, Multicolor",14.88,1,0.0,3.27,2.04,Low
26645,ID-2012-54043,2012-04-17,2012-04-23,Standard Class,LD-16855,Lela Donovan,Corporate,Xiantao,Hubei,China,,APAC,North Asia,OFF-LA-10001292,Office Supplies,Labels,"Smead File Folder Labels, Adjustable",33.9,5,0.0,16.5,1.68,Medium
34053,CA-2012-155306,2012-04-17,2012-04-21,Standard Class,GA-14515,George Ashbrook,Consumer,San Francisco,California,United States,94122.0,US,West,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,11.96,2,0.0,5.8604,1.34,High
5609,US-2012-123141,2012-04-17,2012-04-22,Standard Class,DP-13105,Dave Poirier,Corporate,Santiago de los Caballeros,Santiago,Dominican Republic,,LATAM,Caribbean,OFF-ST-10000290,Office Supplies,Storage,"Rogers Folders, Single Width",32.768,2,0.2,-3.7119999999999997,0.7,Medium
